locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA
STM3832	STM3832	1	AE006468	4035369	4036631	+		putative permease	0.4751	93
STM3833	STM3833	1	AE006468	4036645	4037838	+		putative mandelate racemase	0.5436	49
STM3834	STM3834	1	AE006468	4037953	4038849	+		putative LysR family transcriptional regulator	0.5340	32
STM3835	STM3835	1	AE006468	4038868	4041282	-		DNA gyrase, subunit B	0.5545	89
STM3836	STM3836	1	AE006468	4041311	4042384	-		gap repair protein	0.5475	45
STM3837	STM3837	1	AE006468	4042532	4043632	-		DNA polymerase III, beta-subunit	0.5677	40
STM3838	STM3838	1	AE006468	4043637	4045037	-		DNA replication initiator protein	0.5246	62
STM3839	STM3839	1	AE006468	4045698	4045838	+		50S ribosomal subunit protein L34	0.5248	6
STM3840	STM3840	1	AE006468	4045855	4046214	+		RNase P	0.5611	8
STM3841	STM3841	1	AE006468	4046178	4046435	+		putative inner membrane protein	0.5543	10
STM3842	STM3842	1	AE006468	4046438	4048084	+		putative preprotein translocase subunit YidC	0.5440	61
STM3843	STM3843	1	AE006468	4048226	4049590	+		GTPase for tRNA modification and thiophene and furan oxidation	0.5963	49
STM3845	STM3845	1	AE006468	4051391	4052353	+		putative inner membrane protein	0.3198	90
STM3846	STM3846	1	AE006468	4052419	4053288	+		putative reverse transcriptase	0.3080	89
STM3847	STM3847	1	AE006468	4054090	4055277	+		putative MFS family tranport protein	0.5547	53
STM3848	STM3848	1	AE006468	4055246	4056205	+		putative LysR family transcriptional regulator	0.5406	45
STM3849	STM3849	1	AE006468	4056363	4057118	+		putative cytoplasmic protein	0.5317	28
STM3850	STM3850	1	AE006468	4057118	4057702	+		putative oxidoreductase	0.5538	24
STM3851	STM3851	1	AE006468	4057747	4059210	-		putative xanthine/uracil permeases family	0.5519	54
STM3852	STM3852	1	AE006468	4059253	4059918	+		putative phosphatase/phosphohexomutase	0.5360	28
STM3853	STM3853	1	AE006468	4060013	4060738	-		regulatory gene for high affinity phosphate uptake	0.5592	27
STM3854	STM3854	1	AE006468	4060753	4061526	-		high-affinity phosphate transporter	0.5233	34
STM3855	STM3855	1	AE006468	4061613	4062503	-		high-affinity phosphate transporter	0.5589	37
STM3856	STM3856	1	AE006468	4062503	4063462	-		high-affinity phosphate transporter	0.5510	38
STM3857	STM3857	1	AE006468	4063598	4064638	-		high-affinity phosphate transporter	0.5437	37
STM3858	STM3858	1	AE006468	4064805	4066178	-		putative phosphotransferase system fructose-specific component IIB	0.5604	58
STM3859	STM3859	1	AE006468	4066227	4067045	-		putative shikimate	0.5275	44
STM3860	STM3860	1	AE006468	4067140	4068897	+		putative dipeptide/oligopeptide/nickel ABC-type transport systems	0.5592	62
STM3861	STM3861	1	AE006468	4069048	4070877	-		L-glutamine:D-fructose-6-phosphate aminotransferase	0.5448	73
STM3862	STM3862	1	AE006468	4071066	4072436	-		N-acetyl glucosamine-1-phosphate uridyltransferase	0.5274	68
STM3863	STM3863	1	AE006468	4072756	4073454	-		putative permease	0.5021	43
STM3864	STM3864	1	AE006468	4073684	4074103	-		membrane-bound ATP synthase, F1 sector, epsilon-subunit	0.5571	17
STM3865	STM3865	1	AE006468	4074124	4075506	-		membrane-bound ATP synthase, F1 sector, beta-subunit	0.5524	62
STM3866	STM3866	1	AE006468	4075533	4076396	-		membrane-bound ATP synthase, F1 sector, gamma-subunit	0.5312	39
STM3867	STM3867	1	AE006468	4076447	4077988	-		membrane-bound ATP synthase, F1 sector, alpha-subunit	0.5532	58
STM3868	STM3868	1	AE006468	4078001	4078534	-		membrane-bound ATP synthase, F1 sector, delta-subunit	0.5281	19
STM3869	STM3869	1	AE006468	4078549	4079019	-		membrane-bound ATP synthase, F0 sector, subunit b	0.5223	15
STM3870	STM3870	1	AE006468	4079079	4079318	-		membrane-bound ATP synthase, F0 sector, subunit c	0.5458	11
STM3871	STM3871	1	AE006468	4079365	4080180	-		membrane-bound ATP synthase, F0 sector, subunit a	0.5159	26
STM3872	STM3872	1	AE006468	4080189	4080569	-		membrane-bound ATP synthase subunit, F1-F0-type proton-ATPase	0.5144	18
STM3873	STM3873	1	AE006468	4081185	4081808	-		associated with glucose-inhibited division	0.5160	25
STM3874	STM3874	1	AE006468	4081911	4083800	-		associated with glucose-inhibited division	0.5513	70
STM3875	STM3875	1	AE006468	4084179	4084622	-		initiation of chromosome replication	0.5180	13
STM3876	STM3876	1	AE006468	4084712	4085170	-		transcriptional regulator for asnA, gidA	0.5076	17
STM3877	STM3877	1	AE006468	4085321	4086313	+		asparagine synthetase A	0.5650	28
STM3878	STM3878	1	AE006468	4086318	4087742	-		putative inner membrane protein	0.5635	46
STM3879	STM3879	1	AE006468	4087763	4089259	-		putative regulator protein	0.5357	57
STM3880	STM3880	1	AE006468	4089607	4091475	+		KUP family low affinity potassium transport system	0.5318	88
STM3881	STM3881	1	AE006468	4091672	4092091	+		D-ribose high-affinity transport system	0.5048	16
STM3882	STM3882	1	AE006468	4092099	4093604	+		D-ribose high-affinity transport protein	0.5345	52
STM3883	STM3883	1	AE006468	4093610	4094575	+		D-ribose high-affinity transport protein (1st module, ATP-binding subunit)	0.5569	42
STM3884	STM3884	1	AE006468	4094600	4095490	+		D-ribose transport protein	0.5432	29
STM3885	STM3885	1	AE006468	4095624	4096553	+		ribokinase	0.5516	48
STM3886	STM3886	1	AE006468	4096557	4097555	+		transcriptional repressor for rbs operon (GalR/LacI family)	0.5335	53
STM3887	STM3887	1	AE006468	4097521	4098948	-		putative MFS family tranport protein	0.5196	85
STM3888	STM3888	1	AE006468	4098960	4099664	-		putative gntR family regulatory protein	0.5121	36
STM3889	STM3889	2	AE006468	4100145	4101688	+		16S ribosomal RNA	0.5440	64
STM3890	STM3890	5	AE006468	4101772	4101844	+		tRNA-Trp	0.6438	3
STM3891	STM3891	2	AE006468	4102041	4105034	+		23S ribosomal RNA	0.5344	156
STM3894	STM3894	2	AE006468	4105124	4105243	+		5S ribosomal RNA	0.6333	4
STM3895	STM3895	5	AE006468	4105296	4105375	+		tRNA-Sec	0.6375	3
STM3896	STM3896	5	AE006468	4105381	4105453	+		tRNA-OTHER	0.5890	2
STM3897	STM3897	1	AE006468	4105558	4106406	-		putative LysR family transcriptional regulator	0.5159	41
STM3898	STM3898	1	AE006468	4106513	4106851	+		putative LysR type transcriptional regulator with pssR	0.4897	15
STM3899	STM3899	1	AE006468	4106876	4108396	-		putative magnesium chelatase, subunit ChlI	0.5260	81
STM3900	STM3900	1	AE006468	4108748	4108846	+		ilvGEDA operon leader peptide	0.5354	6
STM3901	STM3901	1	AE006468	4108986	4110632	+		acetolactate synthase II, large subunit	0.5634	61
STM3902	STM3902	1	AE006468	4110632	4110892	+		acetolactate synthase II, small subunit	0.4943	13
STM3903	STM3903	1	AE006468	4110910	4111839	+		branched-chain amino-acid aminotransferase	0.5452	43
STM3904	STM3904	1	AE006468	4112000	4113850	+		dihydroxyacid dehydratase	0.5748	58
STM3905	STM3905	1	AE006468	4113853	4115397	+		threonine deaminase	0.5728	55
STM3906	STM3906	1	AE006468	4115681	4115998	+		putative cytoplasmic protein	0.4371	17
STM3907	STM3907	1	AE006468	4115995	4116336	+		putative cytoplasmic protein	0.4474	19
STM3908	STM3908	1	AE006468	4116339	4117226	-		positive LysR family regulator for ilvC	0.6014	20
STM3909	STM3909	1	AE006468	4117390	4118865	+		ketol-acid reductoisomerase	0.5664	56
STM3910	STM3910	1	AE006468	4118957	4119238	-		peptidyl-prolyl cis-trans isomerase C	0.4610	17
STM3911	STM3911	1	AE006468	4119527	4119676	+		putative inner membrane protein	0.5400	7
STM3912	STM3912	1	AE006468	4119776	4121800	+		rep helicase	0.5319	79
STM3913	STM3913	1	AE006468	4121840	4123321	-		guanosine pentaphosphatase	0.5574	57
STM3914	STM3914	1	AE006468	4123440	4124705	-		putative helicase	0.5474	48
STM3915	STM3915	1	AE006468	4124849	4125178	+		thioredoxin 1	0.4939	14
STM3917	STM3917	1	AE006468	4125597	4126856	+		transcription termination factor Rho	0.5286	51
STM3918	STM3918	1	AE006468	4127086	4128189	+		undecaprenyl-phosphate N-acetylglucosaminyltransferase	0.4683	75
STM3919	STM3919	1	AE006468	4128201	4129247	+		modulator of enterobacterial common antigen (ECA) polysaccharide chain length	0.5196	53
STM3920	STM3920	1	AE006468	4129303	4130433	+		UDP-N-acetyl glucosamine-2-epimerase	0.5234	52
STM3921	STM3921	1	AE006468	4130430	4131692	+		UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase	0.5677	35
STM3922	STM3922	1	AE006468	4131692	4132759	+		dTDP-glucose 4,6-dehydratase	0.5599	46
STM3923	STM3923	1	AE006468	4132792	4133016	+		glucose-1-phosphate thymidyl transferase	0.5600	7
STM3924	STM3924	1	AE006468	4133123	4133671	+		lipopolysaccharide biosynthesis protein	0.5902	17
STM3925	STM3925	1	AE006468	4133676	4134806	+		TDP-4-oxo-6-deoxy-D-glucose transaminase	0.5367	52
STM3926	STM3926	1	AE006468	4134808	4136058	+		O-antigen translocase in LPS biosynthesis	0.5580	67
STM3927	STM3927	1	AE006468	4136055	4137134	+		putative inner membrane protein	0.5491	49
STM3928	STM3928	1	AE006468	4137131	4138489	+		TDP-Fuc4NAc:lipidII transferase	0.5232	63
STM3929	STM3929	1	AE006468	4138486	4139226	+		putative UDP-N-acetyl-D-mannosaminuronic acid transferase	0.5533	32
STM3930	STM3930	1	AE006468	4139433	4140818	+		putative APC family amino-acid transport protein	0.5447	52
STM3931	STM3931	5	AE006468	4140921	4140994	+		tRNA-Arg	0.6486	3
STM3932	STM3932	5	AE006468	4141052	4141124	+		tRNA-His	0.5205	4
STM3933	STM3933	5	AE006468	4141148	4141231	+		tRNA-Leu	0.6071	4
STM3934	STM3934	5	AE006468	4141277	4141350	+		tRNA-Pro	0.6216	2
STM3935	STM3935	1	AE006468	4141935	4143134	-		protein for a late step of protoheme IX synthesis	0.5783	39
STM3936	STM3936	1	AE006468	4143134	4144303	-		uroporphyrinogen III methylase	0.5564	44
STM3937	STM3937	1	AE006468	4144325	4145065	-		uroporphyrinogen III synthase	0.5762	26
STM3938	STM3938	1	AE006468	4145062	4146018	-		porphobilinogen deaminase	0.5862	25
STM3939	STM3939	1	AE006468	4146380	4148926	+		adenylate cyclase	0.5434	114
STM3940	STM3940	1	AE006468	4149034	4149387	+		putative inner membrane protein	0.4661	24
STM3941	STM3941	1	AE006468	4149573	4150115	+		putative inner membrane protein	0.3646	52
STM3942	STM3942	1	AE006468	4150127	4150489	+		putative cytoplasmic protein	0.4298	22
STM3943	STM3943	1	AE006468	4150560	4150880	-		putative frataxin family transport protein	0.5576	7
STM3944	STM3944	1	AE006468	4150950	4151339	-		putative inner membrane protein	0.5051	21
STM3946	STM3946	1	AE006468	4152035	4152238	+		putative outer membrane lipoprotein	0.5343	6
STM3947	STM3947	1	AE006468	4152272	4153099	+		diaminopimelate epimerase	0.5592	30
STM3948	STM3948	1	AE006468	4153096	4153803	+		putative cytoplasmic protein	0.5819	21
STM3949	STM3949	1	AE006468	4153800	4154702	+		putative site-specific integrase/recombinase	0.5626	33
STM3950	STM3950	1	AE006468	4154702	4155418	+		putative hydrolase of the HAD superfamily	0.5565	30
STM3951	STM3951	1	AE006468	4155554	4157716	+		DNA-dependent ATPase I and helicase II	0.5784	72
STM3952	STM3952	1	AE006468	4158188	4159138	+		MIT family Mg2+/Ni2+/Co2+ transport protein	0.5352	33
STM3953	STM3953	1	AE006468	4159187	4159567	-		putative inner membrane protein	0.3517	34
STM3954	STM3954	1	AE006468	4159583	4160041	-		putative inner membrane protein	0.3638	43
STM3955	STM3955	1	AE006468	4160076	4160960	-		chloramphenicol resistance	0.5322	45
STM3956	STM3956	1	AE006468	4161004	4161489	-		putative PaaI protein	0.5638	22
STM3957	STM3957	1	AE006468	4161636	4162505	+		outer membrane phospholipase A	0.5046	61
STM3958	STM3958	1	AE006468	4162571	4164418	+		ATP-dependent DNA helicase	0.5460	74
STM3959	STM3959	1	AE006468	4164482	4165102	+		RhtB family threonine efflux protein	0.5539	22
STM3960	STM3960	1	AE006468	4165142	4165762	-		homoserine/homoserine lactone efflux protein	0.5507	25
STM3961	STM3961	1	AE006468	4165873	4166889	+		lysophospholipase L(2)	0.5467	41
STM3962	STM3962	1	AE006468	4166905	4167705	+		putative hydrolase of the HAD superfamily	0.5356	26
STM3963	STM3963	1	AE006468	4167786	4168685	+		putative transport protein	0.5500	43
STM3964	STM3964	1	AE006468	4168573	4169526	-		regulator for metE and metH	0.5849	22
STM3965	STM3965	1	AE006468	4169775	4172039	+		5-methyltetrahydropteroyltriglutamate- homocysteine S-methyltransferase	0.5779	70
STM3966	STM3966	1	AE006468	4172383	4173726	+		putative arylsulfatase regulator	0.5372	63
STM3967	STM3967	1	AE006468	4173806	4174618	-		putative dienelactone hydrolase family	0.5744	38
STM3968	STM3968	1	AE006468	4174877	4175638	+		uridine phosphorylase	0.5617	28
STM3969	STM3969	1	AE006468	4175778	4177208	+		putative inner membrane protein	0.5444	64
STM3970	STM3970	1	AE006468	4177304	4178059	+		S-adenosylmethionine	0.4815	37
STM3971	STM3971	1	AE006468	4178069	4178674	+		putative inner membrane protein	0.5446	23
STM3972	STM3972	1	AE006468	4178671	4180311	+		putative regulator in ubiquinone biosynthesis	0.5070	68
STM3973	STM3973	1	AE006468	4180517	4180771	+		component of Sec-independent protein secretion pathway	0.4549	15
STM3974	STM3974	1	AE006468	4180775	4181323	+		component of Sec-independent protein secretion pathway	0.5428	19
STM3975	STM3975	1	AE006468	4181326	4182105	+		component of sec-independent protein export	0.5026	43
STM3976	STM3976	1	AE006468	4182147	4182929	+		putative hydrolase of PHP superfamily	0.5415	36
STM3977	STM3977	1	AE006468	4182937	4183425	-		transcriptional activator	0.4928	23
STM3978	STM3978	1	AE006468	4183611	4185089	+		putative oxidoreductase	0.5382	67
STM3979	STM3979	1	AE006468	4185175	4185876	+		FMN reductase	0.5299	35
STM3980	STM3980	1	AE006468	4186130	4186843	+		putative outer membrane protein	0.4076	65
STM3981	STM3981	1	AE006468	4186895	4187953	+		putative cytoplasmic protein	0.5024	57
STM3982	STM3982	1	AE006468	4188150	4189313	-		3-ketoacyl-CoA thiolase	0.5868	30
STM3983	STM3983	1	AE006468	4189323	4191512	-		3-hydroxyacyl-coA dehydrogenase of 4-enzyme FadB protein	0.5571	82
STM3984	STM3984	1	AE006468	4191702	4193033	+		proline dipeptidase	0.5353	58
STM3985	STM3985	1	AE006468	4193033	4193647	+		putative cytoplasmic protein	0.5366	25
STM3986	STM3986	1	AE006468	4193686	4195137	+		Trk family potassium transport protein	0.5310	80
STM3987	STM3987	1	AE006468	4195149	4195694	+		protoporphyrin oxidase	0.5037	30
STM3988	STM3988	2	AE006468	4196072	4197613	+		16S ribosomal RNA	0.5435	64
STM3989	STM3989	5	AE006468	4197683	4197756	+		tRNA-Ile	0.5676	4
STM3990	STM3990	5	AE006468	4197871	4197943	+		tRNA-Asx	0.6301	3
STM3991	STM3991	2	AE006468	4198129	4201123	+		23S ribosomal RNA	0.5332	155
STM3992	STM3992	2	AE006468	4201315	4201436	+		5S ribosomal RNA	0.6311	4
STM3993	STM3993	1	AE006468	4201697	4202212	-		molybdopterin-guanine dinucleotide biosynthesis protein B	0.4981	27
STM3994	STM3994	1	AE006468	4202209	4202793	-		putative molybdopterin-guanine dinucleotide biosynthesis protein	0.5521	19
STM3995	STM3995	1	AE006468	4202863	4203132	+		putative cytoplasmic protein	0.4519	11
STM3996	STM3996	1	AE006468	4203209	4204195	+		putative homoserine kinase type II	0.4894	42
STM3997	STM3997	1	AE006468	4204212	4204835	+		periplasmic protein disulfide isomerase I	0.5032	26
STM3998	STM3998	1	AE006468	4204848	4205756	-		putative endonuclease	0.4620	57
STM3999	STM3999	1	AE006468	4206144	4208930	+		DNA polymerase I	0.5386	119
STM4000	STM4000	1	AE006468	4209097	4209144	+		spot 42 RNA, inhibition of DNA synthesis	0.3750	3
STM4001	STM4001	1	AE006468	4209265	4209897	-		putative GTPase involved in coordination of cell cycle	0.5197	26
STM4002	STM4002	1	AE006468	4210137	4210361	+		putative cytoplasmic protein	0.4889	10
STM4003	STM4003	1	AE006468	4210480	4210995	+		putative cytoplasmic protein	0.5233	16
STM4004	STM4004	1	AE006468	4211184	4212557	+		O2-independent coproporphyrinogen III oxidase	0.5175	63
STM4005	STM4005	1	AE006468	4212870	4214279	-		EBP family response regulator in two-component regulatory system with GlnL	0.5674	58
STM4006	STM4006	1	AE006468	4214288	4215337	-		sensory kinase (phosphatase) in two-component regulatory system with GlnG (nitrogen regulator II, NRII)	0.5695	44
STM4007	STM4007	1	AE006468	4215612	4217021	-		glutamine synthetase	0.5603	47
STM4008	STM4008	1	AE006468	4217000	4217428	-		putative cytoplasmic protein	0.4592	20
STM4009	STM4009	1	AE006468	4217397	4219220	+		GTP-binding elongation factor family protein	0.5367	68
STM4010	STM4010	1	AE006468	4219275	4220009	-		putative hydrolase	0.4735	46
STM4011	STM4011	1	AE006468	4219994	4220872	-		putative inner membrane protein	0.4937	49
STM4012	STM4012	1	AE006468	4220869	4222110	-		putative coproporphyrinogen III oxidase and related FeS oxidoreductase	0.4799	84
STM4013	STM4013	1	AE006468	4222112	4222987	-		putative membrane-associated metal-dependent hydrolase	0.4600	59
STM4014	STM4014	1	AE006468	4222980	4224005	-		putative periplasmic protein	0.4990	53
STM4015	STM4015	1	AE006468	4224018	4224866	-		putative cytoplasmic protein	0.4853	42
STM4016	STM4016	1	AE006468	4225023	4225715	-		putative outer membrane protein	0.3954	75
STM4017	STM4017	1	AE006468	4225783	4227204	-		putative GPH family transport protein	0.4705	90
STM4018	STM4018	1	AE006468	4227250	4228632	-		putative GPH family transport protein	0.5264	71
STM4019	STM4019	1	AE006468	4228678	4230714	-		putative alpha-xylosidase	0.5542	82
STM4020	STM4020	1	AE006468	4230758	4231615	-		putative aldose-1-epimerase	0.5315	37
STM4021	STM4021	1	AE006468	4231619	4232860	-		putative isomerase	0.5580	51
STM4022	STM4022	1	AE006468	4232876	4233754	-		putative aldolase	0.5404	30
STM4023	STM4023	1	AE006468	4233777	4234673	-		putative oxidoreductase	0.5608	30
STM4024	STM4024	1	AE006468	4234838	4235734	+		putative sugar kinase	0.5674	41
STM4025	STM4025	1	AE006468	4235768	4236571	+		putative glycerol-3-phosphate regulon repressor	0.5410	40
STM4026	STM4026	1	AE006468	4236762	4237361	+		putative enzyme	0.5017	34
STM4027	STM4027	1	AE006468	4237355	4238227	+		tRNA processing exoribonuclease BN	0.5052	45
STM4028	STM4028	1	AE006468	4238224	4238661	+		D-Tyr-tRNA(Tyr) deacylase	0.5639	16
STM4029	STM4029	1	AE006468	4238658	4239647	+		putative acetyltransferase	0.5444	42
STM4030	STM4030	1	AE006468	4239662	4240108	-		putative cytoplasmic protein	0.4743	18
STM4031	STM4031	1	AE006468	4240105	4240416	-		putative cytoplasmic protein	0.3974	20
STM4032	STM4032	1	AE006468	4240502	4241431	-		putative acetyl esterase	0.5581	33
STM4033	STM4033	1	AE006468	4241997	4242251	+		putative merR family bacterial regulatory protein	0.4706	10
STM4034	STM4034	1	AE006468	4242298	4243227	-		putative formate dehydrogenase formation protein	0.5839	31
STM4035	STM4035	1	AE006468	4243224	4243859	-		formate dehydrogenase, cytochrome B556 (FDO) subunit	0.5236	26
STM4036	STM4036	1	AE006468	4243856	4244758	-		formate dehydrogenase-O, Fe-S subunit	0.5803	28
STM4037	STM4037	1	AE006468	4244771	4247821	-		formate dehydrogenase	0.5598	123
STM4038	STM4038	1	AE006468	4248016	4248852	+		putative formate dehydrogenase formation protein	0.5556	27
STM4039	STM4039	1	AE006468	4249120	4250151	-		putative inner membrane lipoprotein	0.4477	72
STM4040	STM4040	1	AE006468	4250376	4251434	+		putative cytoplasmic protein	0.4589	58
STM4041	STM4041	1	AE006468	4251789	4252112	-		putative inner membrane protein	0.5463	17
STM4042	STM4042	1	AE006468	4252112	4252771	-		putative branched-chain amino acid permease	0.5727	22
STM4042A	STM4042A	1	AE006468	4252854	4253420	+		hypothetical protein	0.5873	25
STM4043	STM4043	1	AE006468	4253509	4253823	-		putative cytoplasmic protein	0.5429	13
STM4044	STM4044	1	AE006468	4253820	4254968	-		putative iron-containing alcohol dehydrogenase	0.5779	45
STM4045	STM4045	1	AE006468	4255095	4255922	-		rhamnulose-1-phosphate aldolase	0.5556	32
STM4046	STM4046	1	AE006468	4256065	4257324	-		L-rhamnose isomerase	0.5833	30
STM4047	STM4047	1	AE006468	4257321	4258790	-		rhamnulokinase	0.5497	54
STM4048	STM4048	1	AE006468	4259078	4259914	+		positive regulator for rhaBAD operon	0.5376	35
STM4049	STM4049	1	AE006468	4260067	4260915	+		positive regulator for rhaRS operon	0.4971	39
STM4050	STM4050	1	AE006468	4260912	4261946	-		DMT Superfamily L-rhamnose:H+ symporter protein	0.5256	50
STM4051	STM4051	1	AE006468	4262565	4263248	+		putative outer membrane protein	0.4211	56
STM4052	STM4052	1	AE006468	4263406	4264713	-		putative C4-dicarboxylate transport system	0.5237	59
STM4053	STM4053	1	AE006468	4264706	4265221	-		putative C4-dicarboxylate transport system	0.5058	24
STM4054	STM4054	1	AE006468	4265240	4266223	-		putative dicarboxylate-binding periplasmic protein	0.5315	47
STM4055	STM4055	1	AE006468	4266552	4267172	+		superoxide dismutase	0.5427	18
STM4056	STM4056	1	AE006468	4267179	4267931	+		putative cytoplasmic protein	0.5644	22
STM4057	STM4057	1	AE006468	4267943	4268338	+		putative inner membrane protein	0.5480	15
STM4058	STM4058	1	AE006468	4268389	4269762	-		sensory kinase in two-component regulatory system with CpxR	0.5735	45
STM4059	STM4059	1	AE006468	4269759	4270457	-		response reguator in two-component regulatory system with CpxA	0.5465	24
STM4060	STM4060	1	AE006468	4270608	4271108	+		periplasmic repressor of cpx regulon by interaction with CpxA	0.5070	19
STM4061	STM4061	1	AE006468	4271256	4272158	+		putative CDF family transport protein	0.5227	46
STM4062	STM4062	1	AE006468	4272343	4273305	+		6-phosphofructokinase I	0.5348	37
STM4063	STM4063	1	AE006468	4273509	4274498	+		sulfate transport protein	0.5212	43
STM4064	STM4064	1	AE006468	4274599	4275354	+		CDP-diacylglycerol phosphotidylhydrolase	0.5423	35
STM4065	STM4065	1	AE006468	4275617	4276951	+		putative permease of the Na+:galactoside symporter family	0.5049	78
STM4066	STM4066	1	AE006468	4276962	4277921	+		putative sugar kinase	0.5802	25
STM4067	STM4067	1	AE006468	4277931	4278971	+		putative ADP-ribosylglycohydrolase	0.5706	44
STM4068	STM4068	1	AE006468	4279034	4279756	+		putative gntR family regulatory protein	0.5104	37
STM4069	STM4069	1	AE006468	4279854	4280018	+		putative periplasmic protein	0.5697	4
STM4070	STM4070	1	AE006468	4280034	4280165	+		putative cytoplasmic protein	0.4697	4
STM4071	STM4071	1	AE006468	4280255	4280521	-		putative mannose-6-phosphate isomerase	0.4869	18
STM4072	STM4072	1	AE006468	4280619	4282211	-		putative sugar kinase	0.5499	68
STM4073	STM4073	1	AE006468	4282299	4283258	-		putative transcriptional repressor	0.5031	51
STM4074	STM4074	1	AE006468	4283514	4285049	+		putative ABC-type sugar aldose transport system	0.5156	72
STM4075	STM4075	1	AE006468	4285043	4286086	+		putative sugar transport protein	0.5278	51
STM4076	STM4076	1	AE006468	4286083	4287084	+		putative sugar transport protein	0.4950	64
STM4077	STM4077	1	AE006468	4287113	4288135	+		putative sugar transport protein	0.5064	47
STM4078	STM4078	1	AE006468	4288164	4289039	+		putative fructose-1,6-bisphosphate aldolase	0.4726	52
STM4079	STM4079	1	AE006468	4289083	4289412	+		putative inner membrane protein	0.4242	17
STM4080	STM4080	1	AE006468	4289422	4290186	+		putative ribulose-5-phosphate 3-epimerase	0.5163	36
STM4081	STM4081	1	AE006468	4290278	4291045	-		triosephosphate isomerase	0.5495	31
STM4082	STM4082	1	AE006468	4291158	4291754	-		putative periplasmic protein	0.5176	29
STM4083	STM4083	1	AE006468	4291855	4292283	+		putative inner membrane protein	0.5571	11
STM4084	STM4084	1	AE006468	4292390	4293136	-		ferredoxin-NADP reductase	0.5489	31
STM4085	STM4085	1	AE006468	4293233	4294243	-		unknown function in glycerol metabolism	0.5856	33
STM4086	STM4086	1	AE006468	4294355	4295863	-		glycerol kinase	0.5646	65
STM4087	STM4087	1	AE006468	4295884	4296729	-		glycerol diffusion MIP channel	0.5284	31
STM4088	STM4088	1	AE006468	4297128	4297367	+		putative cytoplasmic protein	0.4708	6
STM4089	STM4089	1	AE006468	4297589	4298074	-		putative methyltransferase in menaquinone biosynthesis protein	0.5494	13
STM4090	STM4090	1	AE006468	4298167	4299096	-		1,4-dihydroxy-2-naphthoate octaprenyltransferase	0.5559	50
STM4091	STM4091	1	AE006468	4299163	4300494	-		ATPase component of the HslUV protease	0.5308	48
STM4092	STM4092	1	AE006468	4300504	4301034	-		peptidase component of the HslUV protease	0.5443	22
STM4093	STM4093	1	AE006468	4301126	4302100	-		essential cell division protein	0.5897	24
STM4094	STM4094	1	AE006468	4302194	4303219	-		GalR/LacI family transcriptional repressor	0.5341	40
STM4095	STM4095	1	AE006468	4303374	4305572	-		primosomal protein N'	0.5916	66
STM4096	STM4096	1	AE006468	4305776	4305988	+		50S ribosomal subunit protein L31	0.4883	10
STM4097	STM4097	1	AE006468	4306034	4306696	-		putative outer membrane lipoprotein	0.4962	41
STM4098	STM4098	1	AE006468	4306897	4308687	-		putative arylsulfate sulfotransferase	0.4796	112
STM4099	STM4099	1	AE006468	4309144	4309461	-		transcriptional repressor of all met genes but metF	0.5157	9
STM4100	STM4100	1	AE006468	4309726	4310886	+		cystathionine gamma-synthase	0.5616	42
STM4101	STM4101	1	AE006468	4310889	4313321	+		aspartokinase II	0.5890	79
STM4102	STM4102	1	AE006468	4313437	4314294	-		putative inner membrane protein	0.4697	55
STM4103	STM4103	1	AE006468	4315530	4316654	-		putative cytoplasmic protein	0.5147	43
STM4104	STM4104	1	AE006468	4316790	4318346	+		putative 5'-nucleotidase	0.5164	81
STM4105	STM4105	1	AE006468	4318541	4319431	+		5,10-methylenetetrahydrofolate reductase	0.5264	39
STM4106	STM4106	1	AE006468	4319596	4321776	+		catalase; hydroperoxidase HPI(I)	0.5768	75
STM4107	STM4107	1	AE006468	4321834	4322457	-		putative periplasmic protein	0.4968	35
STM4108	STM4108	1	AE006468	4322716	4323819	-		glycerol dehydrogenase, NAD	0.5815	44
STM4109	STM4109	1	AE006468	4323831	4324493	-		putative transaldolase	0.5535	24
STM4110	STM4110	1	AE006468	4324504	4327005	-		general PTS family enzyme I	0.5783	78
STM4112	STM4112	1	AE006468	4327314	4328393	+		PTS system fructose-like IIC component	0.5685	37
STM4113	STM4113	1	AE006468	4328408	4328728	+		PTS system fructose-like IIB component 1	0.5016	16
STM4114	STM4114	1	AE006468	4328827	4331124	+		putative pyruvate formate lyase II	0.5566	85
STM4115	STM4115	1	AE006468	4331090	4331968	+		putative pyruvate formate lyase activating enzyme 2	0.5495	34
STM4116	STM4116	1	AE006468	4331970	4332323	+		PTS system fructose-like IIB component 2	0.5650	18
STM4117	STM4117	1	AE006468	4332310	4333161	-		putative AraC/XylS family regulator	0.5634	32
STM4118	STM4118	1	AE006468	4333322	4335055	-		putative integral membrane protein	0.5271	96
STM4119	STM4119	1	AE006468	4335266	4337917	-		phosphoenolpyruvate carboxylase	0.5675	90
STM4120	STM4120	1	AE006468	4338286	4339437	-		acetylornithine deacetylase	0.5347	51
STM4121	STM4121	1	AE006468	4339526	4340530	+		N-acetyl-gamma-glutamylphosphate reductase	0.5393	41
STM4122	STM4122	1	AE006468	4340538	4341314	+		acetylglutamate kinase	0.5779	24
STM4123	STM4123	1	AE006468	4341432	4342808	+		argininosuccinate lyase	0.5679	48
