Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Names (primary),Gene Names (ORF),Gene Names (synonym)
Q8ZMQ8,unreviewed,Q8ZMQ8_SALTY,Putative excinuclease ATPase subunit,STM2746,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),427,,,
Q8ZMQ9,unreviewed,Q8ZMQ9_SALTY,Putative inner membrane protein,STM2745,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),689,,,
Q8ZMR0,unreviewed,Q8ZMR0_SALTY,Putative cytoplasmic protein,STM2744,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),71,,,
Q8ZMR1,unreviewed,Q8ZMR1_SALTY,Putative cytoplasmic protein,STM2743,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),275,,,
Q8ZMR2,unreviewed,Q8ZMR2_SALTY,Putative cytoplasmic protein,STM2742,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),397,,,
Q8ZMR3,unreviewed,Q8ZMR3_SALTY,Putative periplasmic protein,STM2741,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),197,,,
Q8ZMR4,unreviewed,Q8ZMR4_SALTY,Fels-2 prophage protein,STM2740,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),354,,,
Q8ZMR5,unreviewed,Q8ZMR5_SALTY,Fels-2 prophage protein,STM2739,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),341,,,
Q8ZMR6,unreviewed,Q8ZMR6_SALTY,Fels-2 prophage protein,STM2737,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),79,,,
Q8ZMR7,unreviewed,Q8ZMR7_SALTY,Fels-2 prophage protein,STM2736,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),169,,,
Q8ZMR8,unreviewed,Q8ZMR8_SALTY,Fels-2 prophage protein,STM2735,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),77,,,
Q8ZMR9,unreviewed,Q8ZMR9_SALTY,Fels-2 prophage protein,STM2734,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),152,,,
Q8ZMS0,unreviewed,Q8ZMS0_SALTY,Fels-2 prophage protein,STM2733,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),113,,,
Q8ZMS1,unreviewed,Q8ZMS1_SALTY,Fels-2 prophage protein,STM2732,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),77,,,
Q8ZMS2,unreviewed,Q8ZMS2_SALTY,Fels-2 prophage protein,STM2731,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),75,,,
Q8ZMS5,unreviewed,Q8ZMS5_SALTY,Fels-2 prophage protein,STM2728,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),62,,,
Q8ZMS6,unreviewed,Q8ZMS6_SALTY,Fels-2 prophage protein,STM2727,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),101,,,
Q8ZMS7,unreviewed,Q8ZMS7_SALTY,Fels-2 prophage protein,STM2726,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),243,,,
Q8ZMS8,unreviewed,Q8ZMS8_SALTY,Fels-2 prophage protein,STM2724,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),583,,,
Q8ZMS9,unreviewed,Q8ZMS9_SALTY,Fels-2 prophage protein,STM2723,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),346,,,
Q8ZMT0,unreviewed,Q8ZMT0_SALTY,Fels-2 prophage protein,STM2722,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),588,,,
Q8ZMT1,unreviewed,Q8ZMT1_SALTY,Fels-2 prophage protein,STM2721,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),277,,,
Q8ZMT2,unreviewed,Q8ZMT2_SALTY,Fels-2 prophage protein,STM2720,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),360,,,
Q8ZMT3,unreviewed,Q8ZMT3_SALTY,Fels-2 prophage protein,STM2719,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),217,,,
Q8ZMT4,unreviewed,Q8ZMT4_SALTY,Fels-2 prophage protein,STM2718,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),154,,,
Q8ZMT5,unreviewed,Q8ZMT5_SALTY,Fels-2 prophage protein,STM2717,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),67,,,
Q8ZMT6,unreviewed,Q8ZMT6_SALTY,Fels-2 prophage protein,STM2716,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),71,,,
Q8ZMT8,unreviewed,Q8ZMT8_SALTY,Fels-2 prophage protein,STM2714,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),142,,,
Q8ZMT9,unreviewed,Q8ZMT9_SALTY,Fels-2 prophage protein,STM2713,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),94,,,
Q8ZMU0,unreviewed,Q8ZMU0_SALTY,Fels-2 prophage protein,STM2711,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),148,,,
Q8ZMU1,unreviewed,Q8ZMU1_SALTY,Fels-2 prophage protein,STM2710,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),192,,,
Q8ZMU2,unreviewed,Q8ZMU2_SALTY,Fels-2 prophage protein,STM2709,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),119,,,
Q8ZMU3,unreviewed,Q8ZMU3_SALTY,Fels-2 prophage protein,STM2708,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),302,,,
Q8ZMU4,unreviewed,Q8ZMU4_SALTY,Fels-2 prophage protein,STM2707,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),201,,,
Q8ZMU5,unreviewed,Q8ZMU5_SALTY,Fels-2 prophage protein,STM2706,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),524,,,
Q8ZMU6,unreviewed,Q8ZMU6_SALTY,Fels-2 prophage protein,STM2705,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),205,,,
Q8ZMU7,unreviewed,Q8ZMU7_SALTY,Fels-2 prophage protein,STM2704,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),135,,,
Q8ZMU8,unreviewed,Q8ZMU8_SALTY,Fels-2 prophage protein,STM2703,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),359,,,
Q8ZMU9,unreviewed,Q8ZMU9_SALTY,Fels-2 prophage protein,STM2702,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),185,,,
Q8ZMV0,unreviewed,Q8ZMV0_SALTY,Fels-2 prophage protein,STM2701,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),390,,,
Q8ZMV1,unreviewed,Q8ZMV1_SALTY,Fels-2 prophage protein,STM2699,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),100,,,
Q8ZMV2,unreviewed,Q8ZMV2_SALTY,Fels-2 prophage protein,STM2698,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),39,,,
Q8ZMV3,unreviewed,Q8ZMV3_SALTY,Fels-2 prophage protein,STM2697,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),935,,,
Q8ZMV4,unreviewed,Q8ZMV4_SALTY,Fels-2 prophage protein,STM2696,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),161,,,
Q8ZMV5,unreviewed,Q8ZMV5_SALTY,Fels-2 prophage protein,STM2695,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),366,,,
Q8ZMV6,unreviewed,Q8ZMV6_SALTY,Fels-2 prophage protein,STM2694,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),72,,,
Q8ZMV9,unreviewed,Q8ZMV9_SALTY,Putative outer membrane efflux protein,STM2690,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),469,,,
Q8ZMW2,unreviewed,Q8ZMW2_SALTY,Putative cytoplasmic protein,STM2682,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),64,,,
Q8ZMW3,unreviewed,Q8ZMW3_SALTY,Putative cytoplasmic protein,STM2680,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),201,,,
Q8ZMW5,unreviewed,Q8ZMW5_SALTY,Putative periplasmic protein,yfiR STM2671,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),172,yfiR,,
Q8ZMW6,unreviewed,Q8ZMW6_SALTY,Putative cytoplasmic protein,STM2668,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),302,,,
Q8ZMX0,unreviewed,Q8ZMX0_SALTY,Putative cytoplasmic protein,STM2655,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),151,,,
Q8ZMX1,unreviewed,Q8ZMX1_SALTY,MFS family alpha-ketoglutarate permease,kgtP STM2654,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),433,kgtP,,
Q8ZMX3,unreviewed,Q8ZMX3_SALTY,"tRNA-uridine aminocarboxypropyltransferase, EC 2.5.1.25",yfiP STM2650,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),226,yfiP,,
Q8ZMX4,unreviewed,Q8ZMX4_SALTY,"Thioredoxin 2, redox factor",trxC STM2649,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),139,trxC,,
Q8ZMX6,unreviewed,Q8ZMX6_SALTY,Putative LysR family transcriptional regulator,yfiE STM2644,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),299,yfiE,,
Q8ZMY1,unreviewed,Q8ZMY1_SALTY,Gifsy-1 prophage protein,STM2622,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),97,,,
Q8ZMY2,unreviewed,Q8ZMY2_SALTY,Gifsy-1 prophage protein,STM2620,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),200,,,
Q8ZMY3,unreviewed,Q8ZMY3_SALTY,Gifsy-1 prophage protein,STM2619,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),203,,,
Q8ZMY4,unreviewed,Q8ZMY4_SALTY,Gifsy-1 prophage protein,STM2618,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),46,,,
Q8ZMY5,unreviewed,Q8ZMY5_SALTY,Gifsy-1 prophage protein,STM2617,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),225,,,
Q8ZMY6,unreviewed,Q8ZMY6_SALTY,Gifsy-1 prophage,STM2616,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),187,,,
Q8ZMY7,unreviewed,Q8ZMY7_SALTY,Gifsy-1 prophage protein,STM2614,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),228,,,
Q8ZMY8,unreviewed,Q8ZMY8_SALTY,Gifsy-1 prophage protein,STM2613,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),109,,,
Q8ZMZ0,unreviewed,Q8ZMZ0_SALTY,Gifsy-1 prophage protein,STM2611,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),150,,,
Q8ZMZ1,unreviewed,Q8ZMZ1_SALTY,Gifsy-1 prophage protein,STM2610,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),133,,,
Q8ZMZ2,unreviewed,Q8ZMZ2_SALTY,Gifsy-1 prophage protein,STM2609,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),181,,,
Q8ZMZ3,unreviewed,Q8ZMZ3_SALTY,Gifsy-1 prophage protein,STM2608,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),643,,,
Q8ZMZ4,unreviewed,Q8ZMZ4_SALTY,Gifsy-1 prophage protein,STM2607,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),67,,,
Q8ZMZ5,unreviewed,Q8ZMZ5_SALTY,Gifsy-1 prophage protein,STM2606,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),526,,,
Q8ZMZ6,unreviewed,Q8ZMZ6_SALTY,Gifsy-1 prophage protein,STM2605,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),498,,,
Q8ZMZ7,unreviewed,Q8ZMZ7_SALTY,Gifsy-1 prophage protein,STM2604,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),115,,,
Q8ZMZ8,unreviewed,Q8ZMZ8_SALTY,Gifsy-1 prophage protein,STM2603,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),342,,,
Q8ZMZ9,unreviewed,Q8ZMZ9_SALTY,Gifsy-1 prophage protein,STM2602,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),119,,,
Q8ZN00,unreviewed,Q8ZN00_SALTY,Gifsy-1 prophage protein,STM2601,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),127,,,
Q8ZN01,unreviewed,Q8ZN01_SALTY,Gifsy-1 prophage,STM2600,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),192,,,
Q8ZN02,unreviewed,Q8ZN02_SALTY,Gifsy-1 prophage protein,STM2599,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),416,,,
Q8ZN03,unreviewed,Q8ZN03_SALTY,Gifsy-1 prophage protein,STM2598,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),133,,,
Q8ZN04,unreviewed,Q8ZN04_SALTY,Gifsy-1 prophage protein,STM2597,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),248,,,
Q8ZN05,unreviewed,Q8ZN05_SALTY,Gifsy-1 prophage protein,STM2596,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),131,,,
Q8ZN06,unreviewed,Q8ZN06_SALTY,Gifsy-1 prophage protein,STM2595,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),112,,,
Q8ZN07,unreviewed,Q8ZN07_SALTY,Gifsy-1 prophage protein,STM2594,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),1031,,,
Q8ZN08,unreviewed,Q8ZN08_SALTY,Gifsy-1 prophage protein,STM2593,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),109,,,
Q8ZN09,unreviewed,Q8ZN09_SALTY,Gifsy-1 prophage protein,STM2592,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),232,,,
Q8ZN10,unreviewed,Q8ZN10_SALTY,Gifsy-1 prophage protein,STM2591,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),199,,,
Q8ZN11,unreviewed,Q8ZN11_SALTY,Gifsy-1 prophage protein,STM2590,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),215,,,
Q8ZN12,unreviewed,Q8ZN12_SALTY,Gifsy-1 prophage protein,STM2589,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),1120,,,
Q8ZN13,unreviewed,Q8ZN13_SALTY,Gifsy-1 prophage protein,STM2588,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),790,,,
Q8ZN14,unreviewed,Q8ZN14_SALTY,Gifsy-1 prophage protein,STM2587,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),274,,,
Q8ZN15,unreviewed,Q8ZN15_SALTY,Gifsy-1 prophage protein,STM2586,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),192,,,
Q8ZN16,unreviewed,Q8ZN16_SALTY,Gifsy-1 prophage protein,STM2585a,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),75,,,
Q8ZN17,unreviewed,Q8ZN17_SALTY,Gifsy-1 prophage protein,STM2585,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),181,,,
Q8ZN18,unreviewed,Q8ZN18_SALTY,Gifsy-1 prophage leucine-rich repeat protein,gogB STM2584,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),497,gogB,,
Q8ZN20,unreviewed,Q8ZN20_SALTY,Putative ferredoxin,yfhL STM2576,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),86,yfhL,,
Q8ZN21,unreviewed,Q8ZN21_SALTY,Putative LysR family transcriptional regulator,STM2575,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),308,,,
Q8ZN22,unreviewed,Q8ZN22_SALTY,Putative permease,STM2574,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),398,,,
Q8ZN24,unreviewed,Q8ZN24_SALTY,Putative ABC superfamily transport protein,yfhH STM2572,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),282,yfhH,,
Q8ZN27,unreviewed,Q8ZN27_SALTY,Putatative phosphoserine phosphatase,yfhB STM2569,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),211,yfhB,,
Q8ZN29,unreviewed,Q8ZN29_SALTY,Putative periplasmic protein,STM2566,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),77,,,
Q8ZN31,unreviewed,Q8ZN31_SALTY,Putative transcriptional regulator of two-component regulator protein (EBP familiiy),yfhG STM2563,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),254,yfhG,,
Q8ZN32,unreviewed,Q8ZN32_SALTY,Putative transcriptional regulator of two-component regulator protein,yfhA STM2562,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),445,yfhA,,
Q8ZN33,unreviewed,Q8ZN33_SALTY,"Putative POT family, di-/tripeptide transport protein",yjdL STM2560,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),486,yjdL,,
Q8ZN34,unreviewed,Q8ZN34_SALTY,APC family lysine/cadaverine transport protein,cadB STM2558,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),443,cadB,,
Q8ZN36,unreviewed,Q8ZN36_SALTY,Stationary phase inducible protein,csiE STM2553,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),425,csiE,,
Q8ZN37,unreviewed,Q8ZN37_SALTY,Putative periplasmic or exported protein,STM2552,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),212,,,
Q8ZN39,reviewed,YFHR_SALTY,Uncharacterized protein YfhR,yfhR STM2547,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),292,yfhR,,
Q8ZN43,unreviewed,Q8ZN43_SALTY,Enhances serine sensitivity,sseB STM2535,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),261,sseB,,
Q8ZN44,unreviewed,Q8ZN44_SALTY,Putative cytoplasmic protein,STM2534,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),222,,,
Q8ZN45,unreviewed,Q8ZN45_SALTY,Sulfurtransferase,sseA STM2533,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),280,sseA,,
Q8ZN49,unreviewed,Q8ZN49_SALTY,Putative anaerobic dimethylsulfoxide reductase,STM2529,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),209,,,
Q8ZN50,unreviewed,Q8ZN50_SALTY,Putative dimethylsulfoxide reductase,STM2528,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),269,,,
Q8ZN51,unreviewed,Q8ZN51_SALTY,Putative polyferredoxin,STM2527,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),287,,,
Q8ZN54,unreviewed,Q8ZN54_SALTY,Putative cytoplasmic protein,yfgJ STM2518,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),73,yfgJ,,
Q8ZN55,unreviewed,Q8ZN55_SALTY,Putative outer membrane protein,ratA STM2515,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),1865,ratA,,
Q8ZN56,unreviewed,Q8ZN56_SALTY,Putative outer membrane protein,ratB STM2514,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),2435,ratB,,
Q8ZN57,unreviewed,Q8ZN57_SALTY,C-terminal region of AIDA-like protein,shdA STM2513,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),2039,shdA,,
Q8ZN61,unreviewed,Q8ZN61_SALTY,Putative IS3-like transposase,STM2509,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),118,,,
Q8ZN62,unreviewed,Q8ZN62_SALTY,Putative cytoplasmic protein,STM2508,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),109,,,
Q8ZN63,unreviewed,Q8ZN63_SALTY,Putative inner membrane protein,STM2507,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),78,,,
Q8ZN64,unreviewed,Q8ZN64_SALTY,Putative inner membrane protein,STM2506,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),63,,,
Q8ZN65,unreviewed,Q8ZN65_SALTY,Putative inner membrane protein,STM2505,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),86,,,
Q8ZN66,unreviewed,Q8ZN66_SALTY,Putative cytoplasmic protein,STM2504,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),45,,,
Q8ZN69,unreviewed,Q8ZN69_SALTY,Putative glycerate kinase,STM2492,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),117,,,
Q8ZN70,unreviewed,Q8ZN70_SALTY,Glycine cleavage system transcriptional repressor,gcvR STM2490,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),212,gcvR,,
Q8ZN73,unreviewed,Q8ZN73_SALTY,Putative inner membrane protein,STM2486,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),287,,,
Q8ZN76,unreviewed,Q8ZN76_SALTY,Putative glutaredoxin family protein,yffB STM2482,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),118,yffB,,
Q8ZN79,unreviewed,Q8ZN79_SALTY,Putative oxidoreductase,aegA STM2479,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),653,aegA,,
Q8ZN81,unreviewed,Q8ZN81_SALTY,Putative periplasmic protein,ypfG STM2476,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),347,ypfG,,
Q8ZN85,unreviewed,Q8ZN85_SALTY,Putative inner membrane protein,yfeZ STM2448,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),149,yfeZ,,
Q8ZN86,unreviewed,Q8ZN86_SALTY,Putative outer membrane lipoprotein,STM2447,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),191,,,
Q8ZN88,unreviewed,Q8ZN88_SALTY,Putative cytoplasmic protein,STM2434,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),79,,,
Q8ZN90,unreviewed,Q8ZN90_SALTY,Putative cytoplasmic protein,STM2426,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),75,,,
Q8ZN91,unreviewed,Q8ZN91_SALTY,Putative Na+-dependent transporter,yfeH STM2425,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),332,yfeH,,
Q8ZN92,unreviewed,Q8ZN92_SALTY,Putative LysR family transcriptional regulator,yfeR STM2424,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),308,yfeR,,
Q8ZN93,unreviewed,Q8ZN93_SALTY,Putative outer membrane protein,yfeN STM2423,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),253,yfeN,,
Q8ZN95,unreviewed,Q8ZN95_SALTY,MFS superfamily xanthosine permease,xapB STM2421,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),418,xapB,,
Q8ZN96,unreviewed,Q8ZN96_SALTY,Regulator for XapA,xapR STM2420,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),294,xapR,,
Q8ZN98,unreviewed,Q8ZN98_SALTY,Putative negative regulator,yfeD STM2414,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),130,yfeD,,
Q8ZNA1,unreviewed,Q8ZNA1_SALTY,Putative oxidoreductase,STM2406,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),332,,,
Q8ZNA2,unreviewed,Q8ZNA2_SALTY,"Putative aminotransferase, EC 2.6.1.17",yfdZ STM2402,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),412,yfdZ,,
Q8ZNA4,unreviewed,Q8ZNA4_SALTY,Putative transport,yfdC STM2393,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),313,yfdC,,
Q8ZNA8,unreviewed,Q8ZNA8_SALTY,"Phosphohistidine phosphatase, EC 3.1.3.-",sixA STM2387,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),161,sixA,,
Q8ZNB1,unreviewed,Q8ZNB1_SALTY,Putative cytoplasmic protein,yfcM STM2381,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),182,yfcM,,
Q8ZNB3,unreviewed,Q8ZNB3_SALTY,Putative inner membrane protein,STM2377,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),218,,,
Q8ZNB4,unreviewed,Q8ZNB4_SALTY,Putative periplasmic protein,STM2376,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),172,,,
Q8ZNB5,unreviewed,Q8ZNB5_SALTY,Putative cytoplasmic protein,STM2375,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),122,,,
Q8ZNB6,unreviewed,Q8ZNB6_SALTY,Putatiave helix-turn-helix regulatory protein,STM2374,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),82,,,
Q8ZNB7,unreviewed,Q8ZNB7_SALTY,Putative cytoplasmic protein,STM2373,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),124,,,
Q8ZNC3,unreviewed,Q8ZNC3_SALTY,Putative regulatory protein,STM2361,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),475,,,
Q8ZNC5,unreviewed,Q8ZNC5_SALTY,Putative amino acid transporter,STM2359,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),473,,,
Q8ZNC6,unreviewed,Q8ZNC6_SALTY,Putative cytoplasmic protein,STM2358,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),367,,,
Q8ZNC7,unreviewed,Q8ZNC7_SALTY,Putative amino acid transporter,STM2357,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),468,,,
Q8ZNC8,unreviewed,Q8ZNC8_SALTY,Putative sugar nucleotide epimerase,yfcH STM2350,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),297,yfcH,,
Q8ZNC9,unreviewed,Q8ZNC9_SALTY,Putative glutathione S-transferase,yfcG STM2349,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),215,yfcG,,
Q8ZND0,unreviewed,Q8ZND0_SALTY,Putative glutathione-S-transferase,yfcF STM2348,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),214,yfcF,,
Q8ZND1,unreviewed,Q8ZND1_SALTY,Putative transcriptional regulator,STM2345,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),339,,,
Q8ZND2,unreviewed,Q8ZND2_SALTY,Putative phosphotransferase system,STM2344,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),147,,,
Q8ZND3,unreviewed,Q8ZND3_SALTY,Putative inner membrane protein,STM2342,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),463,,,
Q8ZND4,unreviewed,Q8ZND4_SALTY,"Putative transketolase, EC 2.2.1.1",STM2341,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),276,,,
